Zone,Hospital,Type,Date,Measure Name,Actual,CTAS
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-02-01,Emergency Visits CTAS,5,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-02-01,Emergency Visits CTAS,159,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-02-01,Emergency Visits CTAS,690,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-02-01,Emergency Visits CTAS,609,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-02-01,Emergency Visits CTAS,54,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits,1771,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,1,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,109,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,768,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,819,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-03-01,Emergency Visits CTAS,68,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-04-01,Emergency Visits,1869,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-04-01,Emergency Visits CTAS,7,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-04-01,Emergency Visits CTAS,186,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-04-01,Emergency Visits CTAS,729,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-04-01,Emergency Visits CTAS,867,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-04-01,Emergency Visits CTAS,78,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-05-01,Emergency Visits,1897,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-05-01,Emergency Visits CTAS,3,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-05-01,Emergency Visits CTAS,173,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-05-01,Emergency Visits CTAS,742,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-05-01,Emergency Visits CTAS,887,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-05-01,Emergency Visits CTAS,87,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits,1954,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,2,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,186,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,796,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,872,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,95,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits,2305,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,4,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,189,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,829,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,1138,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,143,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-08-01,Emergency Visits,2207,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-08-01,Emergency Visits CTAS,3,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-08-01,Emergency Visits CTAS,182,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-08-01,Emergency Visits CTAS,715,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-08-01,Emergency Visits CTAS,1178,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-08-01,Emergency Visits CTAS,126,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-09-01,Emergency Visits,2091,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-09-01,Emergency Visits CTAS,4,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-09-01,Emergency Visits CTAS,183,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-09-01,Emergency Visits CTAS,703,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-09-01,Emergency Visits CTAS,1096,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-09-01,Emergency Visits CTAS,100,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Emergency Visits,2380,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,3,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,229,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,796,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,1221,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,123,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-11-01,Emergency Visits,2232,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,2,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,179,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,780,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,1120,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,147,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits,2169,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits,52,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits CTAS,11,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits CTAS,181,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits CTAS,5,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits CTAS,24,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits CTAS,748,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits CTAS,1111,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits CTAS,20,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits CTAS,3,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Emergency Visits CTAS,113,5
Central,Dartmouth General Hospital,Regional Hospital,2023-01-01,Emergency Visits,3588,
Central,Dartmouth General Hospital,Regional Hospital,2023-01-01,Emergency Visits CTAS,29,1
Central,Dartmouth General Hospital,Regional Hospital,2023-01-01,Emergency Visits CTAS,1067,2
Central,Dartmouth General Hospital,Regional Hospital,2023-01-01,Emergency Visits CTAS,1640,3
Central,Dartmouth General Hospital,Regional Hospital,2023-01-01,Emergency Visits CTAS,815,4
Central,Dartmouth General Hospital,Regional Hospital,2023-01-01,Emergency Visits CTAS,37,5
Central,Dartmouth General Hospital,Regional Hospital,2023-02-01,Emergency Visits,3198,
Central,Dartmouth General Hospital,Regional Hospital,2023-02-01,Emergency Visits CTAS,25,1
Central,Dartmouth General Hospital,Regional Hospital,2023-02-01,Emergency Visits CTAS,961,2
Central,Dartmouth General Hospital,Regional Hospital,2023-02-01,Emergency Visits CTAS,1427,3
Central,Dartmouth General Hospital,Regional Hospital,2023-02-01,Emergency Visits CTAS,747,4
Central,Dartmouth General Hospital,Regional Hospital,2023-02-01,Emergency Visits CTAS,38,5
Central,Dartmouth General Hospital,Regional Hospital,2023-03-01,Emergency Visits,3734,
Central,Dartmouth General Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,38,1
Central,Dartmouth General Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,1126,2
Central,Dartmouth General Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,1622,3
Central,Dartmouth General Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,920,4
Central,Dartmouth General Hospital,Regional Hospital,2023-03-01,Emergency Visits CTAS,26,5
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits,3852,
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,27,1
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,1110,2
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,1734,3
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,946,4
Central,Dartmouth General Hospital,Regional Hospital,2023-04-01,Emergency Visits CTAS,35,5
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits,4107,
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,28,1
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,1236,2
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,1708,3
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,1097,4
Central,Dartmouth General Hospital,Regional Hospital,2023-05-01,Emergency Visits CTAS,38,5
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits,3841,
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,29,1
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,1230,2
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,1590,3
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,965,4
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,27,5
Central,Dartmouth General Hospital,Regional Hospital,2023-07-01,Emergency Visits,4236,
Central,Dartmouth General Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,34,1
Central,Dartmouth General Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,1374,2
Central,Dartmouth General Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,1692,3
Central,Dartmouth General Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,1092,4
Central,Dartmouth General Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,42,5
Central,Dartmouth General Hospital,Regional Hospital,2023-08-01,Emergency Visits,4148,
Central,Dartmouth General Hospital,Regional Hospital,2023-08-01,Emergency Visits CTAS,34,1
Central,Dartmouth General Hospital,Regional Hospital,2023-08-01,Emergency Visits CTAS,1257,2
Central,Dartmouth General Hospital,Regional Hospital,2023-08-01,Emergency Visits CTAS,1765,3
Central,Dartmouth General Hospital,Regional Hospital,2023-08-01,Emergency Visits CTAS,1063,4
Central,Dartmouth General Hospital,Regional Hospital,2023-08-01,Emergency Visits CTAS,29,5
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits,3950,
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,27,1
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,1200,2
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,1703,3
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,989,4
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,31,5
Central,Dartmouth General Hospital,Regional Hospital,2023-10-01,Emergency Visits,4051,
Central,Dartmouth General Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,38,1
Central,Dartmouth General Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,1262,2
Central,Dartmouth General Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,1760,3
Central,Dartmouth General Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,948,4
Central,Dartmouth General Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,42,5
Central,Dartmouth General Hospital,Regional Hospital,2023-11-01,Emergency Visits,3753,
Central,Dartmouth General Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,37,1
Central,Dartmouth General Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,1179,2
Central,Dartmouth General Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,1657,3
Central,Dartmouth General Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,846,4
Central,Dartmouth General Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,34,5
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits,115,
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits,3702,
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,34,1
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,1154,2
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,29,2
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,1647,3
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,59,3
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,849,4
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,27,4
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,18,5
Western,Digby General Hospital,Community Hospital,2023-01-01,Emergency Visits,807,
Western,Digby General Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,5,1
Western,Digby General Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,85,2
Western,Digby General Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,253,3
Western,Digby General Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,335,4
Western,Digby General Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,129,5
Western,Digby General Hospital,Community Hospital,2023-02-01,Emergency Visits,608,
Western,Digby General Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,1,1
Western,Digby General Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,77,2
Western,Digby General Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,210,3
Western,Digby General Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,232,4
Western,Digby General Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,88,5
Western,Digby General Hospital,Community Hospital,2023-03-01,Emergency Visits,646,
Western,Digby General Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,3,1
Western,Digby General Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,98,2
Western,Digby General Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,220,3
Western,Digby General Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,272,4
Western,Digby General Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,53,5
Western,Digby General Hospital,Community Hospital,2023-04-01,Emergency Visits,876,
Western,Digby General Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,5,1
Western,Digby General Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,98,2
Western,Digby General Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,306,3
Western,Digby General Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,347,4
Western,Digby General Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,119,5
Western,Digby General Hospital,Community Hospital,2023-05-01,Emergency Visits,889,
Western,Digby General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,5,1
Western,Digby General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,79,2
Western,Digby General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,305,3
Western,Digby General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,394,4
Western,Digby General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,106,5
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits,882,
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,4,1
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,91,2
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,273,3
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,455,4
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,59,5
Western,Digby General Hospital,Community Hospital,2023-07-01,Emergency Visits,1089,
Western,Digby General Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,1,1
Western,Digby General Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,92,2
Western,Digby General Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,376,3
Western,Digby General Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,531,4
Western,Digby General Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,89,5
Western,Digby General Hospital,Community Hospital,2023-08-01,Emergency Visits,758,
Western,Digby General Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,2,1
Western,Digby General Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,51,2
Western,Digby General Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,275,3
Western,Digby General Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,363,4
Western,Digby General Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,67,5
Western,Digby General Hospital,Community Hospital,2023-09-01,Emergency Visits,757,
Western,Digby General Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,5,1
Western,Digby General Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,61,2
Western,Digby General Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,258,3
Western,Digby General Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,371,4
Western,Digby General Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,62,5
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits,781,
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,1,1
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,99,2
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,273,3
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,349,4
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,57,5
Western,Digby General Hospital,Community Hospital,2023-11-01,Emergency Visits,573,
Western,Digby General Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,72,2
Western,Digby General Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,211,3
Western,Digby General Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,239,4
Western,Digby General Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,51,5
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits,603,
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits,18,
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,1
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,2,2
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,78,2
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,6,3
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,233,3
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,8,4
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,258,4
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,33,5
Western,Digby General Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,2,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits,58,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,1,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,10,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,44,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,1,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits,77,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,9,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,10,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,52,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,5,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,58,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,7,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,11,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,32,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,7,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,48,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,5,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,7,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,34,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,2,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,72,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,6,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,14,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,42,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,10,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,66,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,3,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,12,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,46,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,5,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits,82,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,9,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,16,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,46,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,9,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits,90,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,7,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,23,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,45,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,14,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits,68,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,3,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,21,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,37,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,6,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,44,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,2,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,12,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,26,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,4,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits,73,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,2,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,23,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,43,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,5,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits,121,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits,2,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,1
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,19,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,23,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,64,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,12,5
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits,10,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,3,2
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,4,4
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,2,5
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits,6,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,1,3
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,4,4
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,12,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,5,3
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,5,4
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,7,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,1,2
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,1,3
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,3,4
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,1,5
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,7,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,1,2
