Zone,Hospital,Type,Date,Measure Name,Actual,CTAS
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,579,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,50,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,979,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,5,1
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,94,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,342,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,467,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,55,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits,1252,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,6,1
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,132,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,377,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,616,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,98,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits,1176,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,3,1
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,130,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,325,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,599,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,97,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits,982,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,3,1
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,108,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,301,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,475,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,70,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,1034,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,3,1
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,121,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,313,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,495,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,74,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits,893,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,2,1
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,73,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,295,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,481,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,38,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits,909,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits,22,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,2,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,51,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,327,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,6,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,496,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,13,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,30,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits,528,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,5,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,65,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,376,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,76,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits,576,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,3,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,56,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,390,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,124,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,636,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,8,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,25,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,476,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,127,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,666,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,5,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,47,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,488,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,120,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,652,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,9,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,23,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,543,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,75,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,531,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,5,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,28,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,411,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,85,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits,494,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,5,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,21,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,395,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,71,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits,584,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,3,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,38,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,436,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,101,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits,231,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,12,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,173,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,45,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,363,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,6,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,35,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,244,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,77,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits,111,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,1,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,12,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,89,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,9,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits,3,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,4
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits,190,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,8,2
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,37,3
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,136,4
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,8,5
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits,58,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,2,2
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,19,3
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,28,4
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,4,5
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,41,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,1,1
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,16,3
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,21,4
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,2,5
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,22,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,2,2
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,6,3
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,8,4
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,4,5
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,3,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,1,3
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits,1,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,1,4
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,1,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,1,3
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits,3,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,2,4
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits,573,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,1,1
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,11,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,71,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,368,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,118,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits,486,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,10,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,62,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,333,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,77,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits,569,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,9,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,71,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,381,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,96,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits,421,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,8,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,51,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,259,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,99,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits,533,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,9,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,75,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,333,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,113,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,353,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,4,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,54,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,211,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,82,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits,299,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,6,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,33,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,175,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,81,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits,455,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,13,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,55,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,306,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-08-01,Emergency Visits CTAS,76,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits,518,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,21,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,72,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,352,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,70,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,528,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,12,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,69,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,364,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,76,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits,373,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,7,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,68,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,226,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,64,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits,184,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits,3,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,8,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,35,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,2,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,120,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,18,5
Central,QEII,Tertiary Hospital,2023-01-01,Emergency Visits,5572,
Central,QEII,Tertiary Hospital,2023-01-01,Emergency Visits CTAS,109,1
Central,QEII,Tertiary Hospital,2023-01-01,Emergency Visits CTAS,2029,2
Central,QEII,Tertiary Hospital,2023-01-01,Emergency Visits CTAS,2741,3
Central,QEII,Tertiary Hospital,2023-01-01,Emergency Visits CTAS,638,4
Central,QEII,Tertiary Hospital,2023-01-01,Emergency Visits CTAS,54,5
Central,QEII,Tertiary Hospital,2023-02-01,Emergency Visits,5104,
Central,QEII,Tertiary Hospital,2023-02-01,Emergency Visits CTAS,88,1
Central,QEII,Tertiary Hospital,2023-02-01,Emergency Visits CTAS,1896,2
Central,QEII,Tertiary Hospital,2023-02-01,Emergency Visits CTAS,2552,3
Central,QEII,Tertiary Hospital,2023-02-01,Emergency Visits CTAS,525,4
Central,QEII,Tertiary Hospital,2023-02-01,Emergency Visits CTAS,43,5
Central,QEII,Tertiary Hospital,2023-03-01,Emergency Visits,6011,
Central,QEII,Tertiary Hospital,2023-03-01,Emergency Visits CTAS,122,1
Central,QEII,Tertiary Hospital,2023-03-01,Emergency Visits CTAS,2225,2
Central,QEII,Tertiary Hospital,2023-03-01,Emergency Visits CTAS,2920,3
Central,QEII,Tertiary Hospital,2023-03-01,Emergency Visits CTAS,676,4
Central,QEII,Tertiary Hospital,2023-03-01,Emergency Visits CTAS,62,5
Central,QEII,Tertiary Hospital,2023-04-01,Emergency Visits,6121,
Central,QEII,Tertiary Hospital,2023-04-01,Emergency Visits CTAS,128,1
Central,QEII,Tertiary Hospital,2023-04-01,Emergency Visits CTAS,2269,2
Central,QEII,Tertiary Hospital,2023-04-01,Emergency Visits CTAS,3084,3
Central,QEII,Tertiary Hospital,2023-04-01,Emergency Visits CTAS,601,4
Central,QEII,Tertiary Hospital,2023-04-01,Emergency Visits CTAS,39,5
Central,QEII,Tertiary Hospital,2023-05-01,Emergency Visits,6056,
Central,QEII,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,150,1
Central,QEII,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,2218,2
Central,QEII,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,2996,3
Central,QEII,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,648,4
Central,QEII,Tertiary Hospital,2023-05-01,Emergency Visits CTAS,40,5
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits,6188,
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,139,1
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,2148,2
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,3140,3
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,720,4
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits CTAS,41,5
Central,QEII,Tertiary Hospital,2023-07-01,Emergency Visits,6561,
Central,QEII,Tertiary Hospital,2023-07-01,Emergency Visits CTAS,145,1
Central,QEII,Tertiary Hospital,2023-07-01,Emergency Visits CTAS,2348,2
Central,QEII,Tertiary Hospital,2023-07-01,Emergency Visits CTAS,3342,3
Central,QEII,Tertiary Hospital,2023-07-01,Emergency Visits CTAS,683,4
Central,QEII,Tertiary Hospital,2023-07-01,Emergency Visits CTAS,43,5
Central,QEII,Tertiary Hospital,2023-08-01,Emergency Visits,6540,
Central,QEII,Tertiary Hospital,2023-08-01,Emergency Visits CTAS,153,1
Central,QEII,Tertiary Hospital,2023-08-01,Emergency Visits CTAS,2328,2
Central,QEII,Tertiary Hospital,2023-08-01,Emergency Visits CTAS,3290,3
Central,QEII,Tertiary Hospital,2023-08-01,Emergency Visits CTAS,710,4
Central,QEII,Tertiary Hospital,2023-08-01,Emergency Visits CTAS,58,5
Central,QEII,Tertiary Hospital,2023-09-01,Emergency Visits,6372,
Central,QEII,Tertiary Hospital,2023-09-01,Emergency Visits CTAS,132,1
Central,QEII,Tertiary Hospital,2023-09-01,Emergency Visits CTAS,2130,2
Central,QEII,Tertiary Hospital,2023-09-01,Emergency Visits CTAS,3231,3
Central,QEII,Tertiary Hospital,2023-09-01,Emergency Visits CTAS,809,4
Central,QEII,Tertiary Hospital,2023-09-01,Emergency Visits CTAS,70,5
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits,6504,
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,148,1
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,2264,2
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,3285,3
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,751,4
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,55,5
Central,QEII,Tertiary Hospital,2023-11-01,Emergency Visits,6107,
Central,QEII,Tertiary Hospital,2023-11-01,Emergency Visits CTAS,130,1
Central,QEII,Tertiary Hospital,2023-11-01,Emergency Visits CTAS,2255,2
Central,QEII,Tertiary Hospital,2023-11-01,Emergency Visits CTAS,2895,3
Central,QEII,Tertiary Hospital,2023-11-01,Emergency Visits CTAS,769,4
Central,QEII,Tertiary Hospital,2023-11-01,Emergency Visits CTAS,58,5
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits,6064,
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits,186,
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits CTAS,5,1
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits CTAS,144,1
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits CTAS,67,2
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits CTAS,2187,2
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits CTAS,88,3
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits CTAS,3030,3
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits CTAS,649,4
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits CTAS,24,4
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits CTAS,2,5
Central,QEII,Tertiary Hospital,2023-12-01,Emergency Visits CTAS,53,5
Western,Queens General Hospital,Community Hospital,2023-01-01,Emergency Visits,806,
Western,Queens General Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,39,2
Western,Queens General Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,312,3
Western,Queens General Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,418,4
Western,Queens General Hospital,Community Hospital,2023-01-01,Emergency Visits CTAS,37,5
Western,Queens General Hospital,Community Hospital,2023-02-01,Emergency Visits,654,
Western,Queens General Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,2,1
Western,Queens General Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,41,2
Western,Queens General Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,250,3
Western,Queens General Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,326,4
Western,Queens General Hospital,Community Hospital,2023-02-01,Emergency Visits CTAS,35,5
Western,Queens General Hospital,Community Hospital,2023-03-01,Emergency Visits,649,
Western,Queens General Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,40,2
Western,Queens General Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,274,3
Western,Queens General Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,297,4
Western,Queens General Hospital,Community Hospital,2023-03-01,Emergency Visits CTAS,38,5
Western,Queens General Hospital,Community Hospital,2023-04-01,Emergency Visits,700,
Western,Queens General Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,39,2
Western,Queens General Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,256,3
Western,Queens General Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,368,4
Western,Queens General Hospital,Community Hospital,2023-04-01,Emergency Visits CTAS,37,5
Western,Queens General Hospital,Community Hospital,2023-05-01,Emergency Visits,834,
Western,Queens General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,1,1
Western,Queens General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,49,2
Western,Queens General Hospital,Community Hospital,2023-05-01,Emergency Visits CTAS,336,3
